kepoi_name,koi_disposition,koi_pdisposition,koi_period,koi_duration,koi_prad,koi_depth,koi_model_snr
"K02144.01","CONFIRMED","CANDIDATE",38.6715843,5.532,2.45,599.3,25.20
"K02145.01","CONFIRMED","CANDIDATE",8.32651854,5.483,1.8,267.9,27.20
"K02218.01","CONFIRMED","CANDIDATE",5.53533152,2.793,1.75,260.6,27.50
"K02218.02","CONFIRMED","CANDIDATE",16.7261969,2.708,1.56,194.9,11.60
"K00232.03","CONFIRMED","CANDIDATE",21.58752788,4.4968,2.18,336.8,34.00
"K02219.01","CONFIRMED","CANDIDATE",3.757294695,0.9269,1.23,273.3,23.40
"K02220.01","CONFIRMED","CANDIDATE",3.2828024,3.2532,1.79,142.5,24.40
"K02297.01","CONFIRMED","CANDIDATE",4.64495172,3.366,1.38,147.4,19.80
"K02298.01","CANDIDATE","CANDIDATE",16.6671415,3.526,0.7,175,17.90
"K02299.01","CONFIRMED","CANDIDATE",16.48686712,1.431,27.45,987.9,22.10
"K02300.01","CONFIRMED","CANDIDATE",2.685054445,1.0473,1.46,252.7,28.90
"K02302.01","CONFIRMED","CANDIDATE",16.8600805,5.557,1.71,273.4,22.40
"K02072.01","CONFIRMED","CANDIDATE",1.54320541,2.5779,1.23,91.2,35.20
"K02073.01","CONFIRMED","CANDIDATE",49.5004725,5.772,2.49,965.2,27.80
"K02073.02","CONFIRMED","CANDIDATE",6.47539108,2.7048,1.92,530.6,28.10
"K02073.03","CONFIRMED","CANDIDATE",16.85825609,2.0728,2.51,759.6,21.80
"K00025.01","FALSE POSITIVE","FALSE POSITIVE",3.132604547,3.6337,48.73,9969.2,222.30
"K02146.01","CONFIRMED","CANDIDATE",2.949029106,2.0311,1.48,358.3,29.30
"K02147.01","CONFIRMED","CANDIDATE",37.8658964,4.782,2.01,395.2,25.90
"K00226.01","CONFIRMED","CANDIDATE",8.30865307,3.2747,2.42,836.1,74.30
"K02148.01","CONFIRMED","CANDIDATE",11.93205399,6.205,1.83,178.5,32.30
"K02148.02","CONFIRMED","CANDIDATE",7.54235832,4.73,1.59,132.5,25.80
"K02220.02","CONFIRMED","CANDIDATE",5.02818253,3.526,2.03,181.3,26.10
"K02220.03","CONFIRMED","CANDIDATE",1.897828815,2.7114,1.73,132.4,27.20
"K02221.01","CONFIRMED","CANDIDATE",10.62788695,4.576,1.87,326.7,22.60
"K02222.01","CANDIDATE","CANDIDATE",34.135676,9.12,13.98,622,8.60
"K02223.01","CONFIRMED","CANDIDATE",1.104462494,1.0458,1.6,469.1,35.30
"K02303.01","CONFIRMED","CANDIDATE",4.89336495,3.485,1.6,138.3,15.90
"K02304.01","CONFIRMED","CANDIDATE",11.17392077,3.307,1.64,324.8,21.40
"K02305.01","CONFIRMED","CANDIDATE",31.0325991,3.476,2.64,737.4,17.60
"K02306.01","FALSE POSITIVE","FALSE POSITIVE",0.512407185,1.0579,1.03,329.2,46.10
"K02307.01","FALSE POSITIVE","FALSE POSITIVE",4.150297119,1.2058,3.03,593.4,24.20
"K00221.02","CONFIRMED","CANDIDATE",5.89661966,3.154,1.28,144,15.30
"K02074.01","CONFIRMED","CANDIDATE",33.4178173,4.645,3.13,1166.8,28.40
"K02075.01","CONFIRMED","CANDIDATE",2.053341891,2.596,1.44,65.5,23.20
"K02076.01","CONFIRMED","CANDIDATE",56.7769831,6.864,3.21,884.3,33.60
"K02078.01","CONFIRMED","CANDIDATE",18.78429232,3.1136,2.14,1009.5,23.80
"K02148.03","CONFIRMED","CANDIDATE",3.61460279,3.227,1.14,64.8,14.90
"K02149.01","CONFIRMED","CANDIDATE",13.15140223,5.439,1.87,97.8,25.50
"K02150.01","CONFIRMED","CANDIDATE",18.5084526,6.596,29.33,758.9,30.10
"K02151.01","FALSE POSITIVE","FALSE POSITIVE",7.47763833,2.5693,2.05,110,26.20
"K02152.01","CONFIRMED","CANDIDATE",42.1918331,7.083,2.35,488.7,25.70
"K02224.01","CONFIRMED","CANDIDATE",3.73090026,2.9095,1.48,191.2,24.00
"K02224.02","CANDIDATE","CANDIDATE",86.130534,3.321,1.47,285.2,3.70
"K02225.01","CONFIRMED","CANDIDATE",2.787874175,2.0348,2.33,197.4,22.20
"K00232.04","CONFIRMED","CANDIDATE",37.9962369,6.7751,2.39,403.7,37.80
"K02226.01","CANDIDATE","CANDIDATE",8.46354384,1.4078,2.51,792.2,26.10
"K00238.01","CONFIRMED","CANDIDATE",17.23232894,4.5568,2.79,509.8,64.10
"K02308.01","CONFIRMED","CANDIDATE",28.5057217,6.324,2.55,755.8,20.80
"K02309.01","CONFIRMED","CANDIDATE",53.5991459,6.811,2.49,523.1,23.10
"K02310.01","CONFIRMED","CANDIDATE",16.4581861,1.9637,1.82,435.8,22.40
"K02311.01","CANDIDATE","CANDIDATE",191.86419296,4.9,,,
"K02311.02","CANDIDATE","CANDIDATE",13.72549689,7.62,,,
"K02312.01","CANDIDATE","CANDIDATE",176.331289,13.89,2.38,109.8,8.40
"K02079.01","CONFIRMED","CANDIDATE",0.693842661,1.6197,0.83,49.3,28.90
"K02080.01","CONFIRMED","CANDIDATE",83.4887405,6.21,2.95,955.4,24.70
"K02080.02","CONFIRMED","CANDIDATE",34.0607677,2.471,2.96,818.9,20.50
"K02081.01","CANDIDATE","CANDIDATE",6.2141496,10.141,4.27,183.4,53.40
"K02082.01","CONFIRMED","CANDIDATE",31.5888979,3.438,2.59,360.6,27.30
"K02153.01","CONFIRMED","CANDIDATE",59.9809868,7.588,2.81,282.4,25.20
"K02153.02","CONFIRMED","CANDIDATE",25.7457957,7.073,1.73,140.3,19.30
"K02154.01","CONFIRMED","CANDIDATE",11.92979348,6.152,2.43,709.3,27.80
"K00227.01","CANDIDATE","CANDIDATE",17.65737838,3.509,2.45,2155.7,117.20
"K02155.01","CONFIRMED","CANDIDATE",4.3394569,2.3652,2.11,337.4,31.60
"K02156.01","CONFIRMED","CANDIDATE",2.852348262,0.7051,1.66,1402.9,33.30
"K02227.01","CONFIRMED","CANDIDATE",65.6480892,5.746,3.93,588.7,22.00
"K02228.01","FALSE POSITIVE","FALSE POSITIVE",102.653705,53.5887,39.16,687.3,82.10
"K02229.01","CONFIRMED","CANDIDATE",14.83340944,3.927,2.54,783,19.10
"K02230.01","FALSE POSITIVE","FALSE POSITIVE",0.987338654,2.591,0.98,26.5,25.00
"K02232.01","CONFIRMED","CANDIDATE",101.1323475,4.366,3.87,1502.9,25.70
"K02233.01","FALSE POSITIVE","FALSE POSITIVE",1.811460943,5.065,2.83,428.5,83.90
"K02313.01","CONFIRMED","CANDIDATE",16.07673148,2.205,2.14,488,19.30
"K02314.01","CONFIRMED","CANDIDATE",18.87058705,3.4701,2.67,588,28.50
"K02315.01","CONFIRMED","CANDIDATE",22.1334224,2.049,1.76,654.6,16.30
"K02316.01","CONFIRMED","CANDIDATE",17.1369408,6.416,2.05,362.1,25.40
"K00238.02","CONFIRMED","CANDIDATE",26.6951944,4.576,1.4,132.6,13.40
"K02083.01","CONFIRMED","CANDIDATE",7.72085047,1.8264,2.53,267,25.00
"K00222.01","CONFIRMED","CANDIDATE",6.312508525,2.7455,2,1286,112.50
"K02084.01","CONFIRMED","CANDIDATE",4.19577385,2.1557,3.02,874.2,23.30
"K02086.01","CONFIRMED","CANDIDATE",7.1329472,4.368,1.64,145,27.20
"K02086.02","CONFIRMED","CANDIDATE",8.91901228,4.141,1.84,180.6,29.60
"K02158.01","CONFIRMED","CANDIDATE",4.5620407,2.8521,2.82,81.6,22.80
"K02159.01","CANDIDATE","CANDIDATE",7.5966998,3.667,1.32,127.5,24.50
"K02159.02","FALSE POSITIVE","FALSE POSITIVE",2.392630668,1.3705,1.33,101.5,20.50
"K02160.01","CONFIRMED","CANDIDATE",17.6700291,6.693,2.89,348.4,25.00
"K02160.02","CANDIDATE","CANDIDATE",15.40877383,3.49,,,
"K02162.01","CONFIRMED","CANDIDATE",108.593113,7.989,1.68,338.2,24.30
"K02236.01","CONFIRMED","CANDIDATE",19.9865916,4.391,4.22,648,21.80
"K02236.02","CONFIRMED","CANDIDATE",12.12580644,3.289,2.5,327.5,14.00
"K02237.01","CONFIRMED","CANDIDATE",76.421501,7.218,2.81,578.4,23.90
"K00232.05","CONFIRMED","CANDIDATE",56.2590881,8.114,2.22,348.8,29.70
"K02238.01","CONFIRMED","CANDIDATE",1.646801683,1.1966,0.86,284.2,25.20
"K02317.01","CONFIRMED","CANDIDATE",3.78861833,2.808,1.23,143.4,18.20
"K02318.01","CONFIRMED","CANDIDATE",10.45839865,3.154,1.25,306.8,18.60
"K02319.01","CONFIRMED","CANDIDATE",21.1033014,2.059,1.56,192.5,21.30
"K02321.01","CONFIRMED","CANDIDATE",95.6114617,7.489,2.37,487.4,21.60
"K02323.01","CANDIDATE","CANDIDATE",58.35512552,8.45,,,
"K02324.01","CANDIDATE","CANDIDATE",1.204686597,0.823,1.55,233.2,10.80
"K02086.03","CONFIRMED","CANDIDATE",11.8984948,3.015,1.69,130.9,15.90
"K02087.01","CONFIRMED","CANDIDATE",23.1274171,4.901,1.44,157.3,20.90
"K02090.01","CONFIRMED","CANDIDATE",5.132486123,1.4575,1.69,908.4,35.40
"K02091.01","CONFIRMED","CANDIDATE",8.77997349,3.2201,2.12,755.7,32.70
"K02092.01","CONFIRMED","CANDIDATE",57.6896212,5.118,5.14,1626.6,30.20
"K02163.01","CONFIRMED","CANDIDATE",10.66489514,3.159,1.76,292.6,25.30
"K02164.01","CONFIRMED","CANDIDATE",5.1233204,2.7466,1.65,286.2,25.10
"K00229.01","CONFIRMED","CANDIDATE",3.573202801,2.88,5.81,2975,362.10
"K02166.01","CONFIRMED","CANDIDATE",61.6174528,3.816,3.36,1350.7,19.50
"K02167.01","CONFIRMED","CANDIDATE",24.3398202,3.891,5.09,777.3,27.80
"K02241.01","CONFIRMED","CANDIDATE",7.16520428,1.705,2.31,433.8,17.60
"K02242.01","CONFIRMED","CANDIDATE",1.755843555,1.9425,1.94,386,25.10
"K02243.01","CONFIRMED","CANDIDATE",5.18560081,4.054,2.34,252.6,27.60
"K02245.01","CONFIRMED","CANDIDATE",33.4698571,4.749,2.45,370.7,23.20
"K02246.01","CONFIRMED","CANDIDATE",11.89520436,3.433,1.33,184.3,22.30
"K02325.01","CONFIRMED","CANDIDATE",1.025857984,0.8069,1.57,270.7,36.00
"K02327.01","CONFIRMED","CANDIDATE",5.60013327,2.6508,1.73,329.2,22.80
"K02328.01","CONFIRMED","CANDIDATE",25.2034128,4.515,2.42,697.1,22.30
"K02329.01","CONFIRMED","CANDIDATE",1.615357809,1.1435,1.37,499.6,31.20
"K00239.01","CONFIRMED","CANDIDATE",5.640676975,2.8354,4.59,1453.3,145.90
"K02092.02","CONFIRMED","CANDIDATE",25.5638626,4.685,4,1124.9,31.60
"K02093.01","CANDIDATE","CANDIDATE",6.78341325,3.5437,20.75,501.2,35.30
"K00222.02","CONFIRMED","CANDIDATE",12.7945474,3.4197,1.6,816.7,54.10
"K02094.01","CONFIRMED","CANDIDATE",42.4269647,5.907,3.44,632.4,26.00
"K02095.01","CONFIRMED","CANDIDATE",1.434745129,1.862,1.5,200.7,28.40
"K02167.02","CANDIDATE","CANDIDATE",6.95787,4.537,1.39,182.3,1.80
"K02168.01","CONFIRMED","CANDIDATE",3.28192056,2.917,1.6,191,24.50
"K02168.02","CONFIRMED","CANDIDATE",12.51610549,4.853,1.87,263,22.60
"K02169.01","CONFIRMED","CANDIDATE",5.45298742,2.1328,0.92,86,21.00
"K02169.02","CONFIRMED","CANDIDATE",3.26662733,2.056,0.68,59.9,18.60
"K02247.01","CONFIRMED","CANDIDATE",4.45743267,2.3226,0.79,175.7,20.80
"K02248.01","CONFIRMED","CANDIDATE",2.81814715,1.763,1.3,278.6,16.50
"K02248.02","CANDIDATE","CANDIDATE",9.4907638,2.713,1.05,197.4,7.30
"K02248.03","CANDIDATE","CANDIDATE",0.76196247,1.282,1.08,190.2,18.30
"K00233.01","FALSE POSITIVE","FALSE POSITIVE",1.824649,4.2285,5.31,3218.5,184.30
"K02331.01","CONFIRMED","CANDIDATE",2.832647249,2.306,1.37,114.7,27.50
"K02332.01","CONFIRMED","CANDIDATE",3.70063251,5.408,1.24,68.6,29.80
"K02333.01","CONFIRMED","CANDIDATE",3.93083997,2.932,1.2,101.4,22.00
"K02333.02","CONFIRMED","CANDIDATE",7.63008196,2.78,1.39,124,18.60
"K02335.01","CONFIRMED","CANDIDATE",16.22378479,2.5462,1.51,262.3,20.60
"K02096.01","CONFIRMED","CANDIDATE",9.76293284,3.064,1.94,553.2,23.60
"K02097.01","CONFIRMED","CANDIDATE",58.601926,5.522,2.06,396.4,19.10
"K02098.01","CONFIRMED","CANDIDATE",25.0823402,6.423,2.26,244.6,30.50
"K02099.01","CONFIRMED","CANDIDATE",78.0998908,8.422,3.37,656.9,23.80
"K02100.01","CONFIRMED","CANDIDATE",4.27103727,2.2759,1.22,180.4,24.60
"K02169.03","CONFIRMED","CANDIDATE",4.27226421,2.113,0.64,48.9,13.70
"K02169.04","CANDIDATE","CANDIDATE",2.19251903,1.845,0.37,18.1,6.60
"K02171.01","CONFIRMED","CANDIDATE",3.53232429,2.765,1.43,224.2,12.80
"K00026.01","FALSE POSITIVE","FALSE POSITIVE",15.03946326,5.1008,12.36,5237.7,181.60
"K00230.01","FALSE POSITIVE","FALSE POSITIVE",4.702495974,2.3421,37.24,4787.3,101.10
"K02172.01","CONFIRMED","CANDIDATE",10.44087398,3.743,3.41,821.5,22.20
"K02554.01","CANDIDATE","CANDIDATE",39.7557642,1.958,13.72,621.8,10.20
"K02554.02","CANDIDATE","CANDIDATE",10.27127527,3.029,0.94,343.5,17.50
"K02555.01","CONFIRMED","CANDIDATE",12.5722897,4.765,1.09,86.5,12.40
"K02556.01","CONFIRMED","CANDIDATE",40.8366307,4.956,1.5,264.8,18.70
"K02557.01","FALSE POSITIVE","FALSE POSITIVE",11.7761073,2.829,1.31,281.3,15.10
"K02633.01","FALSE POSITIVE","FALSE POSITIVE",29.7123181,70.3707,46.43,385.4,130.00
"K00253.02","CONFIRMED","CANDIDATE",20.6180348,3.267,1.57,769.5,16.30
"K02634.01","CONFIRMED","CANDIDATE",19.9401211,4.283,2.42,758.9,18.00
"K02635.01","CONFIRMED","CANDIDATE",22.2420032,7.532,2.04,63.5,16.20
"K02636.01","CONFIRMED","CANDIDATE",3.88148385,2.679,0.59,36.3,11.90
"K02409.01","CONFIRMED","CANDIDATE",0.577369336,1.0852,1.42,400.4,68.30
"K02410.01","FALSE POSITIVE","FALSE POSITIVE",186.65435483,10.51,,,
"K00244.01","CONFIRMED","CANDIDATE",12.720370263,2.7306,4.75,1180.1,485.50
"K02410.02","FALSE POSITIVE","FALSE POSITIVE",86.59322294,7.98,,,
"K02411.01","CONFIRMED","CANDIDATE",11.96407399,4.526,3.21,784.2,22.90
"K02412.01","FALSE POSITIVE","FALSE POSITIVE",2.493237866,2.644,9.48,259.2,20.70
"K02413.01","CONFIRMED","CANDIDATE",12.90467523,3.28,1.49,412.4,21.20
"K02484.01","CONFIRMED","CANDIDATE",68.8861017,5.925,1.47,143.9,19.50
"K02485.01","CONFIRMED","CANDIDATE",9.99115241,2.657,1.68,391.7,16.70
"K02486.01","CANDIDATE","CANDIDATE",4.267961416,1.3427,1.42,127.4,24.60
"K02487.01","CONFIRMED","CANDIDATE",36.292017,8.198,3.1,374.7,21.40
"K00031.01","FALSE POSITIVE","FALSE POSITIVE",0.925589891,1.967,50.6,400.8,20.60
"K00250.02","CONFIRMED","CANDIDATE",17.25121397,2.0371,2.64,2054.8,68.60
"K02558.01","FALSE POSITIVE","FALSE POSITIVE",1.867281146,7.495,31.18,701.1,58.50
"K02559.01","CONFIRMED","CANDIDATE",9.30991834,3.455,1.21,114.5,19.20
"K02560.01","CANDIDATE","CANDIDATE",18.1209388,3.781,1.68,504.2,15.80
"K02561.01","CONFIRMED","CANDIDATE",3.23941775,2.569,0.77,77.4,17.20
"K02637.01","CANDIDATE","CANDIDATE",3.98864999,3.516,1.15,94.2,12.40
"K02638.01","CONFIRMED","CANDIDATE",2.524017517,1.1968,1.5,303,19.80
"K02639.01","CANDIDATE","CANDIDATE",25.1123362,7.922,2.22,398.8,11.80
"K02639.02","CANDIDATE","CANDIDATE",2.121023807,0.3673,5.75,263.9,6.40
"K02640.01","CANDIDATE","CANDIDATE",33.18089453,15.24,,,
"K02641.01","CANDIDATE","CANDIDATE",3.55557922,3.24,0.84,60.4,15.50
"K02413.02","CONFIRMED","CANDIDATE",31.2012202,4.077,1.47,360.1,13.70
"K02414.01","CONFIRMED","CANDIDATE",22.5968256,6.179,1.3,142.9,22.20
"K02414.02","CONFIRMED","CANDIDATE",45.3486381,4.858,1.61,162.9,15.90
"K02415.01","CONFIRMED","CANDIDATE",5.25419589,2.9878,2.12,461.8,26.10
"K02416.01","CONFIRMED","CANDIDATE",5.90608902,2.409,1.77,340.7,9.30
"K00247.01","CONFIRMED","CANDIDATE",13.81504449,2.3244,1.91,1032.6,46.70
"K02488.01","CONFIRMED","CANDIDATE",12.4128518,4.298,1.5,108.1,19.40
"K02489.01","CONFIRMED","CANDIDATE",3.92453009,3.691,1.82,463.5,25.30
"K02490.01","CONFIRMED","CANDIDATE",11.60653061,2.194,1.88,771.7,17.80
"K02491.01","CONFIRMED","CANDIDATE",2.66831274,2.4141,1.48,266.2,23.30
"K02562.01","FALSE POSITIVE","FALSE POSITIVE",2.9322509,2.931,1.33,181.2,13.10
"K02563.01","CONFIRMED","CANDIDATE",23.4772553,6.735,1.34,141.4,17.60
"K02564.01","CONFIRMED","CANDIDATE",66.5576728,10.532,4.96,214.2,21.30
"K02565.01","FALSE POSITIVE","FALSE POSITIVE",2.01948607,5.248,2.15,275.4,27.90
"K02566.01","FALSE POSITIVE","FALSE POSITIVE",3.04468229,5.951,0.86,71.4,22.20
"K02642.01","FALSE POSITIVE","FALSE POSITIVE",15.05028313,1.848,2.46,615.2,13.40
"K00254.01","CONFIRMED","CANDIDATE",2.455240626,1.72722,10.6,36911.9,1341.60
"K02643.01","CONFIRMED","CANDIDATE",9.08233411,2.008,1.35,296.9,15.80
"K02644.01","FALSE POSITIVE","FALSE POSITIVE",0.790539912,1.0567,1.24,277.3,31.50
"K02645.01","FALSE POSITIVE","FALSE POSITIVE",1.705782214,1.007,1.82,278,11.50
"K02646.01","FALSE POSITIVE","FALSE POSITIVE",0.532086296,4.023,16.99,495.8,85.20
"K02417.01","CONFIRMED","CANDIDATE",47.7052566,5.959,2.89,1161.5,22.80
"K00244.02","CONFIRMED","CANDIDATE",6.238535444,3.5255,2.53,401.6,274.50
"K02418.01","CONFIRMED","CANDIDATE",86.829519,7.464,1.68,751,15.10
"K02419.01","CONFIRMED","CANDIDATE",9.95667035,3.534,3.41,586.8,16.80
"K02420.01","CONFIRMED","CANDIDATE",10.41728722,4.125,1.64,210.4,20.30
"K02492.01","CONFIRMED","CANDIDATE",0.984941669,1.9724,1.49,81.4,22.90
"K02493.01","CONFIRMED","CANDIDATE",0.663085361,1.1522,1.6,322.7,35.30
"K02494.01","CONFIRMED","CANDIDATE",19.1187425,6.805,2.33,217.5,20.50
"K02495.01","FALSE POSITIVE","FALSE POSITIVE",1.08749101,1.6192,4.91,126.4,33.50
"K02496.01","FALSE POSITIVE","FALSE POSITIVE",1.183818383,1.393,0.91,84.3,12.70
"K02567.01","FALSE POSITIVE","FALSE POSITIVE",4.98845099,7.453,1.33,193.9,23.30
"K00250.03","CONFIRMED","CANDIDATE",3.543919702,1.8717,1.21,507,38.20
"K02569.01","CANDIDATE","CANDIDATE",8.28157072,3.1,1.37,139.2,12.90
"K02571.01","CANDIDATE","CANDIDATE",0.82628442,0.9603,0.96,134.9,25.60
"K02572.01","CANDIDATE","CANDIDATE",6.37705295,1.949,2.15,502.8,17.90
"K02647.01","CONFIRMED","CANDIDATE",8.83929462,1.719,1.94,316.2,14.80
"K02648.01","FALSE POSITIVE","FALSE POSITIVE",0.631795416,1.0703,1.88,145.2,24.70
"K02649.01","CONFIRMED","CANDIDATE",7.56126152,2.851,1.2,180.6,15.70
"K02650.01","CONFIRMED","CANDIDATE",34.9897847,4.208,1.14,498.5,11.50
"K02650.02","CONFIRMED","CANDIDATE",7.05429483,1.716,1,359.3,11.20
"K02421.01","CANDIDATE","CANDIDATE",2.27050106,1.903,0.55,106.7,15.90
"K02422.01","CONFIRMED","CANDIDATE",26.7838935,4.584,1.59,365.3,20.90
"K02423.01","CONFIRMED","CANDIDATE",45.126216,6.656,2.32,373.1,17.10
"K02424.01","CONFIRMED","CANDIDATE",11.94019101,2.866,1.86,631.7,15.60
"K02425.01","FALSE POSITIVE","FALSE POSITIVE",3.51295674,3.06,1.1,83.1,22.50
"K02497.01","CONFIRMED","CANDIDATE",48.4313003,4.03,2.78,886.4,17.30
"K00248.01","CONFIRMED","CANDIDATE",7.203855862,2.5418,2.25,1765.9,101.10
"K02498.01","CONFIRMED","CANDIDATE",6.73808701,2.591,0.73,92.9,14.40
"K02499.01","FALSE POSITIVE","FALSE POSITIVE",7.57571414,2.357,2.45,418.5,12.80
"K02501.01","FALSE POSITIVE","FALSE POSITIVE",4.76887671,1.672,2.11,115.8,20.00
"K02573.01","FALSE POSITIVE","FALSE POSITIVE",1.347512632,1.9817,23.45,2651.8,88.70
"K02574.01","FALSE POSITIVE","FALSE POSITIVE",0.512581697,1.5789,1.32,259.1,45.20
"K02576.01","FALSE POSITIVE","FALSE POSITIVE",12.07760884,2.233,1.03,151,14.00
"K02577.01","CANDIDATE","CANDIDATE",18.55581565,5.372,20.83,565.9,33.20
"K02578.01","CANDIDATE","CANDIDATE",13.33094869,1.426,25.95,725.6,17.10
"K02651.01","FALSE POSITIVE","FALSE POSITIVE",6.38315744,1.7075,2.35,1112.6,23.80
"K00255.01","CONFIRMED","CANDIDATE",27.52194772,4.047,2.47,2312.8,106.50
"K02652.01","CONFIRMED","CANDIDATE",16.1289679,6.271,2.94,389,21.30
"K02654.01","CONFIRMED","CANDIDATE",13.5631157,5.438,1.75,336.4,15.40
"K02655.01","CONFIRMED","CANDIDATE",16.2959916,2.116,1.83,369.6,15.70
"K02426.01","CONFIRMED","CANDIDATE",4.16056658,2.61,0.7,75.8,16.30
"K02427.01","FALSE POSITIVE","FALSE POSITIVE",2.93101771,2.231,1.15,199.1,15.00
"K00245.01","CONFIRMED","CANDIDATE",39.79220077,4.466,1.9,610.4,179.50
"K02428.01","FALSE POSITIVE","FALSE POSITIVE",16.2276756,3.699,2.11,525.8,20.50
"K02429.01","FALSE POSITIVE","FALSE POSITIVE",1.595630597,1.793,17.94,259.6,18.30
"K02503.01","CONFIRMED","CANDIDATE",14.8200596,3.902,0.96,184.9,21.90
"K02504.01","CONFIRMED","CANDIDATE",20.49041,4.369,2.34,661.8,23.30
"K02505.01","FALSE POSITIVE","FALSE POSITIVE",0.962827066,4.48,29.27,86.3,28.70
"K02506.01","CONFIRMED","CANDIDATE",8.679037,2.864,1.79,301.6,19.90
"K02507.01","CONFIRMED","CANDIDATE",11.1296971,2.942,1.93,371,14.70
"K02579.01","CONFIRMED","CANDIDATE",2.7296036,2.721,1.53,145.6,18.40
"K02580.01","CONFIRMED","CANDIDATE",3.11604194,1.7763,1.59,345.2,18.80
"K00250.04","CONFIRMED","CANDIDATE",46.82767725,1.9033,2.13,1537.7,32.40
"K02581.01","CONFIRMED","CANDIDATE",12.7372371,3.358,0.87,100.8,12.90
"K02582.01","CONFIRMED","CANDIDATE",40.0306267,4.815,2.01,214.5,19.50
"K02668.01","CONFIRMED","CANDIDATE",0.679336747,1.2188,1.4,240.7,36.70
"K02669.01","FALSE POSITIVE","FALSE POSITIVE",213.6103207,10.7643,46.07,110990,534.50
"K02670.01","FALSE POSITIVE","FALSE POSITIVE",170.8658492,16.9895,24.4,29840.8,897.00
"K02671.01","CANDIDATE","CANDIDATE",21.47642727,5.5498,59.5,348130,124.80
"K02671.02","FALSE POSITIVE","FALSE POSITIVE",17.5509742,4.064,5.97,3859,9.70
"K02672.01","CONFIRMED","CANDIDATE",88.5122014,6.8214,4.7,2518.7,63.10
"K02430.01","FALSE POSITIVE","FALSE POSITIVE",10.21507506,3.395,1.5,258.6,17.40
"K02431.01","FALSE POSITIVE","FALSE POSITIVE",8.3806973,3.028,1.91,650.8,4.60
"K02432.01","CONFIRMED","CANDIDATE",31.0572947,3.401,1.85,636.6,15.80
"K02433.01","CONFIRMED","CANDIDATE",15.1622287,7.332,3.12,479.8,28.50
"K02433.02","CONFIRMED","CANDIDATE",10.04378351,5.548,2.94,437.9,28.80
"K02508.01","CANDIDATE","CANDIDATE",7.10397925,1.5398,1.51,370.5,16.80
"K02509.01","CONFIRMED","CANDIDATE",4.5513988,2.457,1.13,188.7,19.40
"K00248.02","CONFIRMED","CANDIDATE",10.91274065,2.1801,2.13,1387.2,57.40
"K02510.01","FALSE POSITIVE","FALSE POSITIVE",12.2141545,10.262,18.13,535.8,24.70
"K02511.01","FALSE POSITIVE","FALSE POSITIVE",3.732261,2.054,1.09,153.6,15.70
"K02583.01","CONFIRMED","CANDIDATE",3.03267135,1.774,0.6,42.4,15.60
"K02585.01","CONFIRMED","CANDIDATE",5.34182466,3.577,0.95,70.5,19.20
"K02586.01","CONFIRMED","CANDIDATE",2.131945045,1.8061,1.66,269.4,22.90
"K02587.01","CONFIRMED","CANDIDATE",12.9462567,9.568,1.13,168.7,15.70
"K02588.01","CONFIRMED","CANDIDATE",5.77957133,2.5213,1.5,396.6,18.90
"K02656.01","CANDIDATE","CANDIDATE",6.77367892,3.579,1.33,150.7,15.10
"K02657.01","CANDIDATE","CANDIDATE",5.22402436,2.608,0.58,48.1,15.10
"K02658.01","CONFIRMED","CANDIDATE",11.6601667,5.882,2.08,181,20.40
"K02659.01","FALSE POSITIVE","FALSE POSITIVE",89.465468,9.88,2.57,67.9,5.70
"K02660.01","CONFIRMED","CANDIDATE",18.0161227,4.016,2.39,499.5,16.70
"K02434.01","FALSE POSITIVE","FALSE POSITIVE",40.8777605,9.745,29.55,719.1,23.60
"K02435.01","FALSE POSITIVE","FALSE POSITIVE",6.80243431,3.817,2.6,249.1,14.90
"K02436.01","CONFIRMED","CANDIDATE",84.5733346,5.762,2.59,891.6,20.40
"K00245.02","CONFIRMED","CANDIDATE",21.30181863,3.8763,0.72,87.3,32.40
"K02437.01","CONFIRMED","CANDIDATE",4.14789051,3.829,1.93,137.6,16.40
"K02512.01","CANDIDATE","CANDIDATE",15.92108138,1.5443,3.14,716.8,16.10
"K02513.01","CONFIRMED","CANDIDATE",19.0054098,1.843,28.47,542.4,20.20
"K02514.01","FALSE POSITIVE","FALSE POSITIVE",1.96433113,2.381,1.33,139.1,14.20
"K02516.01","CANDIDATE","CANDIDATE",2.81043228,3.874,1.43,47.4,17.80
"K02517.01","CONFIRMED","CANDIDATE",0.968527683,1.3672,1.21,114.6,16.90
"K02589.01","CONFIRMED","CANDIDATE",0.664074145,1.0925,1.19,212.6,20.90
"K02590.01","FALSE POSITIVE","FALSE POSITIVE",11.7489907,4.043,1.01,36.7,12.50
"K02592.01","CANDIDATE","CANDIDATE",175.603366,9.543,2.87,506.8,14.70
"K00004.01","CONFIRMED","CANDIDATE",3.849371737,2.632,12.94,1298.6,132.70
"K00033.01","FALSE POSITIVE","FALSE POSITIVE",0.366197145,1.2335,51.34,275.3,16.70
"K00251.01","CONFIRMED","CANDIDATE",4.164384505,1.8464,2.54,2338,132.10
"K02662.01","CONFIRMED","CANDIDATE",2.10433534,1.1168,0.79,242.1,20.70
"K02664.01","CONFIRMED","CANDIDATE",28.8431751,3.171,2.66,756.7,15.00
"K00256.01","FALSE POSITIVE","FALSE POSITIVE",1.378649746,1.2232,6.51,22462,172.20
